Title,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Rushed
Valkyrie Profile: Covenant of the Plume,1,role-playing (rpG)/strategy,SquareEnix,74,0.2,24.95,Nintendo DS,M,2008,26.45,50.25,18.75,16.8,53.76666667,64.95,50.25,44.35,28.76666667,36.48333333,32.05,21.91666667,15.46666667,17.83333333,15.9,13.33333333
TV Show King,4,strategy,NA,65,0.19,17.95,Nintendo Wii,T,2008,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0
AC/DC Live: Rock Band - Track Pack,4,action/simulation,NA,63,0.19,14.95,X360,M,2008,3.633333333,4.883333333,3.933333333,2.766666667,0,0,0,0,0,0,0,0,3.633333333,4.883333333,3.933333333,2.766666667
Hot Shots Golf: Open Tee 2,1,sports,Sony,82,0.19,14.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvest Moon: Magical Melody,4,role-playing (rpG)/simulation,NA,69,0.18,23.95,Nintendo Wii,T,2008,32.96666667,40.83333333,30.36666667,27.81666667,0,0,0,0,44.33333333,47.33333333,45,41.33333333,29.18333333,32.28333333,30,26.78333333
Dynasty Warriors 6,2,action/strategy,NA,59,0.18,24.95,PlayStation 3,M,2008,29.35,44.08333333,17,18.08333333,0,0,0,0,46,55.5,46,35.5,15.5,16.3,15.75,14.3
Order Up!,1,action/simulation,NA,76,0.18,17.95,Nintendo Wii,T,2008,6.633333333,7.116666667,6,6.15,0,0,0,0,7.916666667,7.916666667,7.916666667,7.916666667,6,6,6,6
NBA Ballers: Chosen One,4,sports,Midway,55,0.17,9.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age of Empires: Mythologies,1,strategy,THQ,78,0.17,17.95,Nintendo DS,T,2008,16.6,18.3,16.6,14.9,13.2,13.2,13.2,13.2,20,20,20,20,0,0,0,0
LocoRoco 2,1,action/strategy,Sony,85,0.17,11.95,Sony PSP,M,2008,17.26666667,113.0333333,7.3,7.983333333,110.2,161.9833333,110.2,58.4,11.05,15,9,8.733333333,6.95,8.733333333,7,5.333333333
Star Ocean: First Departure,1,action/role-playing (rpG),SquareEnix,74,0.17,17.95,Sony PSP,T,2008,23.28333333,41.01666667,21.51666667,17.65,44.58333333,52.11666667,44.58333333,37.05,25.23333333,36.98333333,24.68333333,19.98333333,21.08333333,27.9,20.5,16.85
Lost: Via Domus,1,action/adventure,Ubisoft,54,0.17,16.95,PlayStation 3,T,2008,5.833333333,9.616666667,5.633333333,5.116666667,6.566666667,9.883333333,6,5.383333333,5.333333333,5.5,5.333333333,5.166666667,5.35,5.8,5.366666667,4.933333333
Tetris Party,4,strategy,NA,75,0.16,24.95,Nintendo Wii,T,2008,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2
The Spiderwick Chronicles,2,action/adventure,NA,62,0.16,16.95,Nintendo Wii,M,2008,5.333333333,6.583333333,5,4.083333333,0,0,0,0,8,8,8,8,4,4.5,4,3.5
Facebreaker,2,sports,EA,54,0.16,12.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Gaiden: Dragon Sword,1,action,NA,83,0.16,12.95,Nintendo DS,E,2008,5.3,6.566666667,5.383333333,3.416666667,0,0,0,0,6.35,6.583333333,6.35,6.116666667,5.166666667,6.533333333,5.333333333,3.366666667
Command & Conquer: Red Alert 3,1,strategy,EA,77,0.16,14.95,X360,T,2008,14.7,28.18333333,11.36666667,10.01666667,43.35,43.35,43.35,43.35,18.55,24.5,19.45,13.9,10.98333333,13.36666667,10.5,8.866666667
Viking: Battle for Asgard,1,action,Sega,68,0.16,14.95,X360,M,2008,17.5,24.36666667,16,12.1,22.51666667,27.11666667,22,16.45,17.31666667,21.93333333,16.43333333,13.93333333,13.03333333,18.75,12,9.983333333
Beijing 2008,4,sports,Sega,60,0.15,14.95,X360,T,2008,5.5,5.5,5.5,5.5,0,0,0,0,5.5,5.5,5.5,5.5,0,0,0,0
Don King Presents: Prizefighter,2,sports,2K,56,0.15,14.95,X360,M,2008,12.85,12.85,12.85,12.85,0,0,0,0,12.85,12.85,12.85,12.85,0,0,0,0
Ferrari Challenge Trofeo Pirelli,1,racing  ,NA,71,0.15,17.95,PlayStation 3,E,2008,32,40,32,24,48,48,48,48,0,0,0,0,16,16,16,16
Command & Conquer 3: Kane's Wrath,1,strategy,EA,75,0.15,17.95,X360,M,2008,9.766666667,12.81666667,9.5,7.316666667,0,0,0,0,11.31666667,13.7,11.53333333,8.683333333,8.733333333,10.11666667,8.1,6.7
NHL 2K9 ,1,sports,2K,69,0.15,14.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viva Pi$?ata: Trouble in Paradise,2,racing/simulation/strategy,Microsoft,82,0.14,17.95,X360,T,2008,31.88333333,48.18333333,20.86666667,21.08333333,18.76666667,20.25,18.76666667,17.28333333,20,20,20,20,70,70,70,70
FlatOut: Head On,1,racing/sports,NA,74,0.14,9.95,Sony PSP,E,2008,21.8,32,23,16.45,40.8,41.21666667,40.8,40.4,20.98333333,26.23333333,24,16.83333333,17.25,21.93333333,14.5,13.18333333
The Club,4,action,Sega,76,0.13,14.95,X360,T,2008,6.133333333,12.71666667,4.75,4.133333333,20,20,20,20,7.666666667,9.416666667,8,5.916666667,4.583333333,5.766666667,4.5,3.683333333
Cabela's Dangerous Hunts 2009,1,sports,Activision,42,0.13,19.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Messiah of Might and Magic: Elements,1,action/role-playing (rpG),Ubisoft,52,0.13,17.95,X360,T,2008,13.23333333,35.8,12,8.216666667,21.25,39.8,20,14.3,14.36666667,22.41666667,13,10.78333333,10.7,15.16666667,10,7.083333333
Fracture,1,action,NA,63,0.13,14.95,X360,T,2008,7.9,12.71666667,7,6.133333333,0,0,0,0,10.38333333,13.71666667,8.533333333,8.716666667,7.016666667,9.783333333,7,5.916666667
Bomberman Land,4,action,NA,57,0.12,19.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrobike,4,action/racing/sports,Ubisoft,49,0.12,14.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culdcept Saga,4,strategy,Namco,75,0.12,17.95,X360,T,2008,47.61666667,48.8,47.61666667,46.43333333,0,0,0,0,47.61666667,48.8,47.61666667,46.43333333,0,0,0,0
MLB Power Pros 2008,2,sports,2K,83,0.12,22.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushroom Men: The Spore Wars,2,action,NA,72,0.12,17.95,Nintendo Wii,E,2008,5.516666667,6.866666667,5.95,3.616666667,0,0,0,0,7.2,7.716666667,7.666666667,6.683333333,3,3.75,3,2.25
Dragon Quest V: Hand of the Heavenly Bride,1,role-playing (rpG),SquareEnix,84,0.12,29.95,Nintendo DS,T,2008,34.83333333,59.2,34,25.31666667,44.63333333,47.86666667,44.86666667,42.36666667,38.73333333,60.75,36.31666667,30.1,30.65,40.63333333,30,23.26666667
Ninjatown,1,strategy,NA,80,0.12,19.95,Nintendo DS,T,2008,14.68333333,17.41666667,15,11.88333333,15.5,15.5,15.5,15.5,20,20,20,20,12.63333333,14.15,14,11.11666667
Super Dodgeball Brawlers,1,action/sports,NA,65,0.12,19.95,Nintendo DS,T,2008,0.683333333,0.683333333,0.683333333,0.683333333,0,0,0,0,0,0,0,0,0.683333333,0.683333333,0.683333333,0.683333333
Dokapon Kingdom,1,role-playing (rpG)/strategy,NA,72,0.12,17.95,Nintendo Wii,M,2008,24.53333333,24.88333333,25,24.2,0,0,0,0,0,0,0,0,24.53333333,24.88333333,25,24.2
Alone in the Dark,1,action/adventure/racing  ,Atari,58,0.12,14.95,X360,M,2008,6.6,9.166666667,6.116666667,4.333333333,9.15,10.4,8.5,8.216666667,0,0,0,0,5.866666667,7.533333333,6,4.133333333
NBA 09: The Inside,4,sports,Sony,63,0.11,14.95,PlayStation 3,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baja: Edge of Control,4,racing/simulation/sports,THQ,65,0.11,16.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destroy All Humans! Big Willy Unleashed,2,adventure,THQ,53,0.11,17.95,Nintendo Wii,T,2008,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,4.5,4.5,4.5,4.5
Space Invaders Extreme,1,action,SquareEnix,85,0.11,16.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Band,1,action/simulation,Disney,69,0.11,14.95,Nintendo DS,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream Pinball 3D,4,simulation,NA,54,0.1,16.95,Nintendo Wii,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avalon Code,1,action/adventure/role-playing (rpG),NA,71,0.1,27.95,Nintendo DS,M,2008,31.5,49.83333333,23.85,21.36666667,52.5,62.25,52.5,42.75,0,0,0,0,21,23.23333333,21.96666667,18.26666667
Disgaea DS,1,role-playing (rpG)/strategy,NA,82,0.1,24.95,Nintendo DS,M,2008,82.76666667,113.8166667,70.53333333,55.7,125.8166667,137.7333333,123.1166667,108.2833333,77.51666667,95.51666667,70.53333333,63.01666667,43.95,50.63333333,42.71666667,39.03333333
Guitar Rock Tour,1,simulation,NA,60,0.1,13.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Blue 3,1,role-playing (rpG),Konami,59,0.1,17.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syberia,1,adventure,NA,52,0.1,23.95,Nintendo DS,T,2008,10.85,17.13333333,10.5,6.833333333,12.6,17.95,12,9.9,12.28333333,14.95,11.36666667,10.46666667,9.916666667,12.8,9.75,6.416666667
Afrika,1,adventure/simulation,Sony,63,0.1,47.95,PlayStation 3,T,2008,28.26666667,32.75,30.43333333,22.66666667,31.03333333,33.55,30.86666667,27.05,0,0,0,0,23.66666667,27.41666667,24,19.91666667
NFL Head Coach 09,1,simulation/sports/strategy,EA,64,0.1,14.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHL 2K9,1,sports,2K,70,0.1,14.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers in Arms: Double Time,1,action/strategy,Ubisoft,45,0.1,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ObsCure: The Aftermath,1,action,NA,53,0.1,16.95,Nintendo Wii,T,2008,7.633333333,10.06666667,7.333333333,6.233333333,6.75,7.55,6.5,6.05,7.333333333,7.333333333,7.333333333,7.333333333,8.016666667,10.28333333,7.766666667,6.45
MotoGP 08,1,racing/simulation/sports,NA,68,0.1,16.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL Tour,1,action/sports,EA,49,0.1,12.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Reflex,4,action,EA,49,0.09,14.95,Nintendo Wii,E,2008,3.833333333,3.916666667,3.833333333,3.75,3.666666667,3.666666667,3.666666667,3.666666667,0,0,0,0,4,4,4,4
Conflict: Denied Ops,4,action,Eidos,52,0.09,12.95,X360,T,2008,6.383333333,9.133333333,5.666666667,5,0,0,0,0,12.25,12.25,12.25,12.25,5.783333333,7.583333333,5.583333333,4.833333333
Top Spin 3,4,sports,2K,78,0.09,19.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blitz: The League II,2,action/sports,Midway,62,0.09,14.95,PlayStation 3,M,2008,20,21,20,19,0,0,0,0,0,0,0,0,20,21,20,19
Hellboy: The Science of Evil,2,action/adventure,Konami,47,0.09,16.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castlevania Judgment,2,action,Konami,49,0.09,17.95,Nintendo Wii,T,2008,7.783333333,9.433333333,6,6.133333333,0,0,0,0,0,0,0,0,7.783333333,9.433333333,6,6.133333333
Raiden IV,2,action,NA,63,0.09,32.95,X360,T,2008,0.833333333,0.866666667,0.833333333,0.783333333,0,0,0,0,0,0,0,0,0.833333333,0.866666667,0.833333333,0.783333333
Metal Slug 7,1,action,NA,70,0.09,17.95,Nintendo DS,M,2008,1.266666667,2.05,0.983333333,0.916666667,0,0,0,0,0,0,0,0,1.266666667,2.05,0.983333333,0.916666667
Trauma Center: Under The Knife 2,1,action/simulation,NA,79,0.09,19.95,Nintendo DS,T,2008,12,18.13333333,10.53333333,9.2,0,0,0,0,0,0,0,0,12,18.13333333,10.53333333,9.2
Final Fantasy Fables: Chocobo's Dungeon,1,action/role-playing (rpG),SquareEnix,76,0.09,17.95,Nintendo Wii,M,2008,28.16666667,39.45,25,23.78333333,38.65,45.48333333,38.65,31.81666667,29.21666667,31.41666667,31.88333333,27,22.13333333,23.43333333,21.16666667,21.31666667
The King of Fighters Collection: The Orochi Saga,1,action,NA,70,0.09,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klonoa: Door to Phantomile,1,action,Namco,77,0.09,17.95,Nintendo Wii,T,2008,5.016666667,9.916666667,4.133333333,3.65,5.35,6.516666667,4.75,4.483333333,6.283333333,10.51666667,5.233333333,4.783333333,4.366666667,5.583333333,4,3.45
Samurai Warriors: Katana,1,action,NA,53,0.09,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle of the Bands,2,action/simulation,THQ,58,0.08,14.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball: Origins,1,action/adventure,Atari,78,0.08,15.95,Nintendo DS,M,2008,11.5,13.05,10.78333333,9.816666667,0,0,0,0,12.15,13.76666667,13,10.53333333,10.51666667,10.65,10.51666667,10.38333333
Space Bust-A-Move,1,strategy,SquareEnix,71,0.08,17.95,Nintendo DS,M,2008,4.016666667,5.516666667,4.016666667,2.5,7.033333333,7.033333333,7.033333333,7.033333333,0,0,0,0,1,1,1,1
UEFA Euro 2008,7,sports,EA,79,0.07,17.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blast Works: Build/ Trade/ Destroy,4,action,NA,78,0.07,14.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIFA Street 3,4,sports,EA,63,0.07,14.95,X360,T,2008,5.75,6.8,5.5,4.8,0,0,0,0,8,8,8,8,5,5.5,5,4.5
Space Chimps,2,action/adventure,NA,57,0.07,14.95,X360,T,2008,2.4,2.4,2.4,2.4,0,0,0,0,2.4,2.4,2.4,2.4,0,0,0,0
Etrian Odyssey II: Heroes of Lagaard,1,role-playing (rpG),NA,82,0.07,24.95,Nintendo DS,T,2008,55.48333333,63.31666667,53.8,48.01666667,72,72,72,72,67.45,68.71666667,67.45,66.16666667,49.7,56.16666667,45,44.36666667
Line Rider 2: Unbound,1,simulation/sports,NA,59,0.07,8.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Target: Terror,1,action,Konami,33,0.07,17.95,Nintendo Wii,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legendary,1,action,Atari,47,0.07,17.95,X360,T,2008,5.85,9.366666667,5.633333333,4.866666667,6.683333333,7.15,6.916666667,6.4,7.6,10.01666667,6.5,5.583333333,5.283333333,6.483333333,5,4.566666667
Universe at War: Earth Assault,1,action/strategy,Sega,66,0.07,14.95,X360,T,2008,16,17,16,15,0,0,0,0,0,0,0,0,16,17,16,15
Code Lyoko: Fall of X.A.N.A,1,action/role-playing (rpG),NA,51,0.06,14.95,Nintendo DS,M,2008,15.15,16.2,15.15,14.1,0,0,0,0,0,0,0,0,15.15,16.2,15.15,14.1
Knights in the Nightmare,1,role-playing (rpG)/strategy,NA,76,0.06,29.95,Nintendo DS,M,2008,27.11666667,32.98333333,28.85,23.63333333,0,0,0,0,31,31,31,31,26.56666667,32.78333333,28.55,23.41666667
Lock's Quest,1,action/adventure/strategy,THQ,80,0.06,14.95,Nintendo DS,E,2008,14.9,16.8,15,13.45,0,0,0,0,15,15,15,15,14.88333333,16.8,15,13.43333333
Master of the Monster Lair,1,role-playing (rpG),NA,63,0.06,14.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N+,1,action,Atari,82,0.06,14.95,Nintendo DS,M,2008,17.2,18.8,18,16.3,18,18,18,18,0,0,0,0,17,18.36666667,16.5,15.86666667
Pipe Mania,1,strategy,NA,71,0.06,14.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Night: Twin Age,1,role-playing (rpG),NA,73,0.06,24.95,Nintendo DS,E,2008,15.33333333,19.58333333,15,13.08333333,24,24,24,24,15.28333333,16.66666667,14.98333333,14.05,13.63333333,14.78333333,15,12.65
Wild Arms XF,1,role-playing (rpG),NA,64,0.06,17.95,Sony PSP,M,2008,56.23333333,66.26666667,53.86666667,52.51666667,77.48333333,77.48333333,77.48333333,77.48333333,55,55,55,55,52.23333333,53.7,50.9,50.78333333
Harvey Birdman: Attorney at Law,1,adventure,Capcom,60,0.06,14.95,Nintendo Wii,M,2008,4.133333333,5.566666667,4,3.616666667,7.066666667,7.066666667,7.066666667,7.066666667,0,0,0,0,3.85,4.266666667,3.75,3.483333333
Let's Tap,1,simulation,Sega,70,0.06,17.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worms: A Space Oddity,4,action/strategy,THQ,64,0.05,17.95,Nintendo Wii,M,2008,10,10,10,10,0,0,0,0,10,10,10,10,0,0,0,0
Overlord: Raising Hell,2,action/strategy,NA,72,0.05,17.95,PlayStation 3,T,2008,21.98333333,53.61666667,14.5,10.56666667,38.61666667,63.4,37,24.9,14.1,22.83333333,11.75,8.666666667,11.23333333,24.43333333,8.5,6.383333333
Battle Fantasia,2,action/role-playing (rpG),NA,71,0.05,22.95,X360,M,2008,1.133333333,1.533333333,1.05,0.683333333,0,0,0,0,0,0,0,0,1.133333333,1.533333333,1.05,0.683333333
Bangai-O Spirits,1,action,NA,83,0.05,14.95,Nintendo DS,M,2008,11.75,15.55,10.5,8.55,20,20,20,20,11,11,11,11,8,9,8,7
Dungeon Explorer: Warriors of Ancient Arts,1,action/role-playing (rpG),NA,60,0.05,17.95,Nintendo DS,M,2008,12.58333333,22.85,7.833333333,7.1,0,0,0,0,0,0,0,0,12.58333333,22.85,7.833333333,7.1
From the Abyss,1,action/role-playing (rpG),NA,60,0.05,19.95,Nintendo DS,T,2008,7.383333333,12.75,5.633333333,4.75,19,19,19,19,0,0,0,0,6.083333333,8.433333333,5.133333333,4.3
New International Track & Field,1,action/sports,Konami,73,0.05,14.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Bubbles,1,strategy,Eidos,78,0.05,14.95,Nintendo DS,T,2008,8.816666667,10.36666667,8.65,7.366666667,9.483333333,10.65,9.15,8.466666667,9,9,9,9,6,6,6,6
Tropix!,1,action,NA,59,0.05,23.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsolved Crimes,1,action/adventure/racing  ,NA,66,0.05,17.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zubo,1,adventure/role-playing (rpG)/strategy,EA,75,0.05,14.95,Nintendo DS,E,2008,15,15,15,15,0,0,0,0,15,15,15,15,0,0,0,0
Ford Racing Off Road,1,racing  ,NA,47,0.05,12.95,Sony PSP,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret Agent Clank,1,action,Sony,72,0.05,23.95,Sony PSP,M,2008,7.766666667,8.916666667,7.5,6.683333333,0,0,0,0,7.85,9.05,8,6.983333333,7.716666667,8.8,7.5,6.666666667
Armored Core: For Answer,1,action,Ubisoft,62,0.05,29.95,PlayStation 3,M,2008,56.88333333,192.8333333,14.5,21.51666667,272.5,311.25,272.5,233.75,17.26666667,19.43333333,18.5,14.86666667,10.25,12.53333333,9.933333333,8.716666667
Agatha Christie: Evil Under the Sun,1,adventure,NA,46,0.05,17.95,Nintendo Wii,M,2008,7.616666667,8.433333333,7.616666667,6.8,6,6,6,6,0,0,0,0,9.25,9.25,9.25,9.25
Agatha Christie: And Then There Were None,1,adventure,NA,50,0.05,17.95,Nintendo Wii,M,2008,7.933333333,9.85,7.5,6.433333333,9.5,10.75,9.5,8.25,0,0,0,0,7.166666667,7.916666667,7.5,6.25
Cradle of Rome,1,strategy,NA,63,0.04,17.95,Nintendo DS,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Spire,1,adventure/role-playing (rpG),NA,69,0.04,24.95,Nintendo DS,T,2008,56.01666667,82.06666667,45,39.2,51.51666667,62.15,50,40.86666667,76.81666667,95.21666667,76.81666667,58.4,27.91666667,27.91666667,27.91666667,27.91666667
Flower/ Sun and Rain,1,adventure,NA,54,0.04,23.95,Nintendo DS,M,2008,10.15,14.58333333,8.233333333,8.333333333,7.5,7.5,7.5,7.5,8.816666667,8.983333333,8.816666667,8.633333333,11.91666667,14.96666667,8,8.866666667
Insecticide,1,action/adventure,NA,55,0.04,12.95,Nintendo DS,T,2008,3.566666667,4.3,3.683333333,2.8,0,0,0,0,3.083333333,3.666666667,2.6,2.5,3.7,4.35,3.7,2.85
Izuna 2: The Unemployed Ninja Returns,1,role-playing (rpG),NA,65,0.04,17.95,Nintendo DS,E,2008,13.25,13.25,13.25,13.25,0,0,0,0,0,0,0,0,13.25,13.25,13.25,13.25
Looney Tunes: Cartoon Conductor,1,action,Eidos,67,0.04,13.95,Nintendo DS,M,2008,4.75,5.116666667,4.75,4.366666667,5.5,5.5,5.5,5.5,0,0,0,0,4,4,4,4
Nanostray 2,1,action,NA,75,0.04,12.95,Nintendo DS,M,2008,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3
Baroque,1,action/role-playing (rpG),NA,50,0.04,19.95,Nintendo Wii,T,2008,7.783333333,10.38333333,7.783333333,5.183333333,0,0,0,0,0,0,0,0,7.783333333,10.38333333,7.783333333,5.183333333
Supreme Commander,1,strategy,NA,56,0.04,17.95,X360,T,2008,24.9,36.21666667,20,17.71666667,40.36666667,45.65,42.25,34.15,26.26666667,30.51666667,25.85,20.51666667,19.6,27.15,19,16.15
Hail to the Chimp,4,action/strategy,NA,52,0.03,16.95,X360,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed: Altar's Chronicles,1,action,Ubisoft,58,0.03,11.95,Nintendo DS,T,2008,5.066666667,6.983333333,4.866666667,4.15,5.05,5.5,5,4.75,4.516666667,4.616666667,4.5,4.416666667,5.183333333,7.033333333,5,4.2
The Legend of Kage 2,1,action,SquareEnix,70,0.03,14.95,Nintendo DS,E,2008,3.333333333,3.333333333,3.333333333,3.333333333,0,0,0,0,0,0,0,0,3.333333333,3.333333333,3.333333333,3.333333333
Rhapsody: A Musical Adventure,1,role-playing (rpG),NA,67,0.03,12.95,Nintendo DS,M,2008,10.66666667,15.16666667,10,8.533333333,13.13333333,15.06666667,12.86666667,11.33333333,13.2,16.41666667,12.5,11.16666667,9.65,10.93333333,9.133333333,8.066666667
Secret Files: Tunguska,1,adventure,NA,71,0.03,17.95,Nintendo DS,M,2008,10.08333333,13.6,9.333333333,7.3,12.05,14.75,12,10.5,11.5,11.75,11.5,11.25,8.8,12.56666667,8.716666667,6.816666667
Fading Shadows,1,action/adventure,NA,62,0.03,17.95,Sony PSP,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Hunter,1,action,NA,39,0.02,17.95,Nintendo DS,T,2008,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0
